Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.2Se,672,170,43300,1.05,0.00125 ,0.80 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.2Se,770,197,35135,1.04,0.00136 ,1.01 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.2Se,870,215,29730,0.96,0.00138 ,1.26 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se,295,47,282432,2.32,0.00061 ,0.08 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se,374,43,320270,2.00,0.00058 ,0.11 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se,473,59,241800,2.73,0.00083 ,0.14 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se,572,76,189189,2.51,0.00110 ,0.25 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se,672,94,151351,2.47,0.00134 ,0.36 ,https://doi.org/10.1021/acsami.1c18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.84Pb0.08Yb0.08CuSeO,347,89,27429,0.73,0.00022 ,0.10 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.84Pb0.08Yb0.08CuSeO,446,108,22326,0.66,0.00026 ,0.18 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.84Pb0.08Yb0.08CuSeO,543,121,20000,0.58,0.00029 ,0.27 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.84Pb0.08Yb0.08CuSeO,640,135,17297,0.52,0.00032 ,0.39 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.84Pb0.08Yb0.08CuSeO,741,148,14120,0.47,0.00031 ,0.49 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.84Pb0.08Yb0.08CuSeO,847,157,11566,0.45,0.00028 ,0.54 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.88Pb0.06Yb0.06CuSeO,347,117,38400,0.65,0.00053 ,0.28 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.88Pb0.06Yb0.06CuSeO,446,133,30968,0.57,0.00054 ,0.42 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.88Pb0.06Yb0.06CuSeO,543,149,25600,0.52,0.00057 ,0.59 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.88Pb0.06Yb0.06CuSeO,640,167,18641,0.48,0.00052 ,0.69 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.88Pb0.06Yb0.06CuSeO,741,192,15865,0.43,0.00058 ,1.01 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.88Pb0.06Yb0.06CuSeO,850,212,12800,0.41,0.00058 ,1.20 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.8Pb0.1Yb0.1CuSeO,347,81,30000,0.78,0.00020 ,0.09 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.8Pb0.1Yb0.1CuSeO,446,103,24000,0.70,0.00025 ,0.16 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.8Pb0.1Yb0.1CuSeO,543,122,20000,0.63,0.00030 ,0.26 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.8Pb0.1Yb0.1CuSeO,640,137,12308,0.56,0.00023 ,0.26 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.8Pb0.1Yb0.1CuSeO,744,159,10213,0.51,0.00026 ,0.37 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.8Pb0.1Yb0.1CuSeO,847,174,8520,0.48,0.00026 ,0.46 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.92Pb0.04Yb0.04CuSeO,350,149,16410,0.71,0.00036 ,0.18 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.92Pb0.04Yb0.04CuSeO,450,162,13617,0.64,0.00036 ,0.25 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.92Pb0.04Yb0.04CuSeO,548,183,11034,0.57,0.00037 ,0.36 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.92Pb0.04Yb0.04CuSeO,645,208,8225,0.51,0.00036 ,0.45 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.92Pb0.04Yb0.04CuSeO,747,223,7336,0.45,0.00037 ,0.60 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.92Pb0.04Yb0.04CuSeO,847,232,6400,0.43,0.00034 ,0.69 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.96Pb0.02Yb0.02CuSeO,343,138,27050,0.80,0.00052 ,0.22 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.96Pb0.02Yb0.02CuSeO,446,157,21600,0.74,0.00053 ,0.32 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.96Pb0.02Yb0.02CuSeO,543,172,18300,0.66,0.00054 ,0.45 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.96Pb0.02Yb0.02CuSeO,640,189,13061,0.58,0.00047 ,0.51 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.96Pb0.02Yb0.02CuSeO,747,208,11098,0.52,0.00048 ,0.69 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi0.96Pb0.02Yb0.02CuSeO,847,221,9360,0.49,0.00046 ,0.78 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiCuSeO,347,128,6575,0.60,0.00011 ,0.06 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiCuSeO,446,140,5598,0.54,0.00011 ,0.09 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiCuSeO,542,156,4776,0.50,0.00012 ,0.12 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiCuSeO,639,178,3871,0.46,0.00012 ,0.17 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiCuSeO,737,213,3238,0.38,0.00015 ,0.28 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiCuSeO,839,257,2783,0.38,0.00018 ,0.41 ,https://doi.org/10.1021/acsami.1c19266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,303,148,10703,0.47,0.00023 ,0.15 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,349,143,9689,0.46,0.00020 ,0.15 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,363,138,9413,0.44,0.00018 ,0.15 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,383,130,8910,0.39,0.00015 ,0.15 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,393,129,8527,0.31,0.00014 ,0.18 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,397,130,8395,0.30,0.00014 ,0.19 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,403,161,8216,0.30,0.00021 ,0.29 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,408,225,7361,0.30,0.00037 ,0.50 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,422,211,5482,0.31,0.00025 ,0.34 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.5Se0.5,443,204,4807,0.32,0.00020 ,0.27 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,303,198,10945,0.45,0.00043 ,0.29 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,330,210,9916,0.43,0.00044 ,0.33 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,349,216,9186,0.41,0.00043 ,0.36 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,363,222,8671,0.39,0.00043 ,0.40 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,383,221,8060,0.32,0.00039 ,0.47 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,393,229,7771,0.24,0.00041 ,0.67 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,397,227,7651,0.26,0.00039 ,0.60 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,403,239,7398,0.36,0.00042 ,0.47 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,408,238,7229,0.34,0.00041 ,0.49 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,422,232,6783,0.35,0.00036 ,0.44 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.6Se0.4,443,232,6386,0.36,0.00034 ,0.42 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,303,215,11867,0.39,0.00055 ,0.43 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,330,232,10303,0.38,0.00056 ,0.49 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,349,249,9234,0.35,0.00057 ,0.56 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,363,254,8503,0.33,0.00055 ,0.60 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,383,263,7566,0.28,0.00052 ,0.72 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,393,262,7133,0.22,0.00049 ,0.89 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,397,259,6982,0.23,0.00047 ,0.81 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,403,255,6695,0.28,0.00044 ,0.62 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,408,252,6349,0.29,0.00040 ,0.58 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,422,249,6602,0.29,0.00041 ,0.59 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuAgTe0.7Se0.3,443,246,6675,0.31,0.00040 ,0.58 ,https://doi.org/10.1021/acsami.1c20333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.93Pb0.06Zn0.01Se,300,473,1500,0.85,0.00034 ,0.13 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.93Pb0.06Zn0.01Se,373,498,1137,0.71,0.00028 ,0.16 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.93Pb0.06Zn0.01Se,473,533,656,0.59,0.00019 ,0.16 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.93Pb0.06Zn0.01Se,573,550,315,0.52,0.00010 ,0.11 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.93Pb0.06Zn0.01Se,673,525,710,0.43,0.00020 ,0.30 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.93Pb0.06Zn0.01Se,773,402,5082,0.34,0.00082 ,1.86 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.96Pb0.03Zn0.01Se,300,444,3578,1.12,0.00070 ,0.19 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.96Pb0.03Zn0.01Se,373,476,2140,0.85,0.00048 ,0.21 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.96Pb0.03Zn0.01Se,473,516,1137,0.66,0.00030 ,0.22 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.96Pb0.03Zn0.01Se,573,546,566,0.56,0.00017 ,0.17 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.96Pb0.03Zn0.01Se,673,520,872,0.47,0.00024 ,0.34 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.96Pb0.03Zn0.01Se,773,406,4317,0.36,0.00073 ,1.52 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.97Pb0.02Zn0.01Se,300,429,4233,1.28,0.00078 ,0.18 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.97Pb0.02Zn0.01Se,373,460,2795,1.07,0.00059 ,0.20 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.97Pb0.02Zn0.01Se,473,507,1319,0.95,0.00034 ,0.17 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.97Pb0.02Zn0.01Se,573,540,724,0.85,0.00021 ,0.14 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.97Pb0.02Zn0.01Se,673,518,900,0.70,0.00024 ,0.23 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.97Pb0.02Zn0.01Se,773,412,4000,0.57,0.00068 ,0.93 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.98Pb0.01Zn0.01Se,300,435,5000,1.23,0.00095 ,0.23 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.98Pb0.01Zn0.01Se,373,461,3000,1.08,0.00064 ,0.22 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.98Pb0.01Zn0.01Se,473,500,1560,0.91,0.00039 ,0.20 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.98Pb0.01Zn0.01Se,573,533,872,0.77,0.00025 ,0.18 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.98Pb0.01Zn0.01Se,673,516,971,0.67,0.00026 ,0.26 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.98Pb0.01Zn0.01Se,773,371,5582,0.55,0.00077 ,1.08 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.9Pb0.09Zn0.01Se,300,507,274,1.27,0.00007 ,0.02 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.9Pb0.09Zn0.01Se,373,542,280,0.98,0.00008 ,0.03 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.9Pb0.09Zn0.01Se,473,579,306,0.75,0.00010 ,0.06 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.9Pb0.09Zn0.01Se,573,605,209,0.64,0.00008 ,0.07 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.9Pb0.09Zn0.01Se,673,563,631,0.56,0.00020 ,0.24 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn0.9Pb0.09Zn0.01Se,773,387,4275,0.48,0.00064 ,1.03 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnSe,300,497,1207,2.33,0.00030 ,0.04 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnSe,373,523,900,1.77,0.00025 ,0.05 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnSe,473,539,600,1.29,0.00017 ,0.06 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnSe,573,558,337,1.05,0.00012 ,0.07 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnSe,673,535,700,0.89,0.00018 ,0.15 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnSe,773,426,2482,0.60,0.00042 ,0.58 ,https://doi.org/10.1021/acsami.1c20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Si2Te6,373,119,12037,0.85,0.00017 ,0.08 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Si2Te6,473,161,10694,0.75,0.00028 ,0.17 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Si2Te6,573,182,8520,0.71,0.00028 ,0.23 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Si2Te6,673,153,7454,0.68,0.00017 ,0.17 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Si2Te6,773,101,8889,0.74,0.00009 ,0.09 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb2Si2Te6,373,140,30275,0.86,0.00059 ,0.26 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb2Si2Te6,473,168,24312,0.75,0.00069 ,0.43 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb2Si2Te6,573,192,19404,0.66,0.00071 ,0.62 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb2Si2Te6,673,213,13750,0.50,0.00063 ,0.84 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb2Si2Te6,773,222,12361,0.42,0.00061 ,1.13 ,https://doi.org/10.1021/acsami.1c23351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tl8.95Bi1.05Te6.0,444,-103,570,0.34 ,0.00001 ,0.01 ,https://doi.org/10.1021/cm402593f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tl8.95Bi1.05Te6.0,504,80,1054,0.36 ,0.00001 ,0.01 ,https://doi.org/10.1021/cm402593f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tl8.95Bi1.05Te6.0,382,-208,320,0.34 ,0.00001 ,0.02 ,https://doi.org/10.1021/cm402593f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tl8.95Bi1.05Te6.0,322,-220,170,0.34 ,0.00001 ,0.01 ,https://doi.org/10.1021/cm402593f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
